[002:OBNA#0016]	墓園@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:OBNA#0569]	穴居人弗雷德\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0570]	我應該先問一下店老闆。
[049:VERB#0570]	抱歉，那套服裝已經被租走了。
[049:OBNA#0570]	蘇米青蛙\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0571]	我應該先問一下店老闆。
[049:VERB#0571]	抱歉，那套服裝已經被租走了。
[049:OBNA#0571]	烤肉魚\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0200]	店老闆
[049:LSCR#0203]	他看起來很忙。
[049:LSCR#0203]	別煩我，那個我已經看過了。
[049:LSCR#0203]	抱歉，恕不退貨。
[049:LSCR#0203]	不用了，謝謝。
[049:LSCR#0203]	我不想逼他。
[049:LSCR#0204]	不好意思^
[049:LSCR#0204]	你隨時都可以來拿你的服裝。
[049:LSCR#0204]	希望你喜歡這套服裝。
[049:LSCR#0204]	\007我想租一套服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我真的很想租一套服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我真的、真的超級想租一套服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我一定要租一套服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我非租一套服裝不可。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我的小命全靠租到一套服裝了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007我問過你能不能租服裝了嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007呃，我在找一套服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007拜託租我一套服裝吧。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007可是你這裡明明一堆服裝。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007為什麼你的服裝這麼搶手？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	\007你看起來很忙，我晚點再來。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:LSCR#0204]	我們的服裝不是租光了，就是被預訂了。
[049:LSCR#0204]	聽說費特島的賭場巷弄裡還有邀請函可拿。\255\003每張邀請函可以預訂一套服裝。
[049:LSCR#0204]	抱歉。
[049:LSCR#0204]	狂歡節結束後再來找我們吧。
[049:LSCR#0204]	或者去費特島的賭場拿張邀請函。
[049:LSCR#0204]	聽好，你沒有預訂，就沒有服裝。
[049:LSCR#0204]	我說了，我全部賣光了。
[049:LSCR#0204]	我告訴過你，我們沒有服裝了。
[049:LSCR#0204]	你沒看到我在忙嗎？
[049:LSCR#0204]	抱歉，幫不了你。
[049:LSCR#0204]	下次記得先預訂。
[049:LSCR#0204]	我沒有服裝可以給你。
[049:LSCR#0204]	全部都被預訂了，等著人來取貨。
[049:LSCR#0204]	方圓五座島內只有我這一家服裝店。
[049:LSCR#0204]	而且，有頭有臉的人物都會去瑪莉總督官邸的狂歡節盛會。
[049:LSCR#0205]	啊，你有預訂服裝呢！
[049:LSCR#0205]	喔，那就另當別論了！
[049:LSCR#0205]	我看看^
[049:LSCR#0205]	你的服裝就在這邊^
[049:LSCR#0205]	請跟我這邊走。
[049:LSCR#0205]	好了，就是這個。\255\003穿上這套，你肯定會成為派對上的話題人物。
[049:LSCR#0205]	好啦，穿著開心點，好好享受這套服裝。
[049:LSCR#0208]	這件真不錯。
[049:LSCR#0208]	真讚。
[049:LSCR#0208]	我喜歡這件。
[049:LSCR#0208]	服裝真棒。
[049:LSCR#0208]	我小時候也有一件這樣的。
[049:LSCR#0208]	我覺得這件是我的最愛。
[049:LSCR#0208]	不知道我能不能租這件。
[050:VERB#0574]	空間真大。
[050:VERB#0574]	我還沒準備好面對那個。
[050:VERB#0574]	嘿，慢慢來，不急。
[050:VERB#0574]	我又不是魔術師。
[050:OBNA#0574]	棺材@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0580]	我把它們釘得死死的。\255\003我看是拔不出來了。
[050:VERB#0580]	它們一定跟鐵氟龍墊圈黏在一起了！\255\003老天啊，我完蛋了！
[050:OBNA#0580]	棺材釘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:OBNA#0581]	棺材釘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:OBNA#0582]	棺材釘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:OBNA#0583]	棺材釘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:OBNA#0584]	棺材釘@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0575]	收尾做得真漂亮。
[050:VERB#0575]	我又不是魔術師。
[050:OBNA#0575]	棺材@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0576]	你還在外面嗎？\255\003哈囉？
[050:VERB#0576]	再見啦！
[050:OBNA#0576]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0577]	呃^ 馬上就來。
[050:OBNA#0577]	門鈴@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0578]	鎖住了。
[050:VERB#0578]	空的。
[050:VERB#0578]	我不想惹麻煩。
[050:VERB#0578]	打開了，裡面是空的。
[050:OBNA#0578]	收銀機@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0579]	「史丹的溫馨墓穴\015──長眠有個好地方，不必傾家蕩產。」
[050:OBNA#0579]	墓穴鑰匙@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:VERB#0585]	噁心死了！
[050:VERB#0585]	「淚水來襲時，你準備好了嗎？\255\003──史丹二手棺材行。」
[050:OBNA#0585]	乾淨的白手帕@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0200]	被釘死了！
[050:LSCR#0201]	我差點忘了。\255\003送你這條手帕，不用客氣。
[050:LSCR#0201]	這是我表達「關心」的方式。
[050:LSCR#0201]	我們剛剛說到哪了？\255\003喔對了。
[050:LSCR#0201]	好好好，來試試看蓋子的操作。\255\003蓋起來一樣寬敞。
[050:LSCR#0202]	嗨呀！！！
[050:LSCR#0202]	歡迎光臨史丹二手棺材行！\255\003讓死人也能便宜下葬。
[050:LSCR#0202]	你在找什麼呢，小夥子？
[050:LSCR#0202]	要幫親人找個好棺材？
[050:LSCR#0202]	想要塊墓地不必大破財？
[050:LSCR#0202]	算你走運！
[050:LSCR#0202]	瞧瞧這些優質商品！
[050:LSCR#0202]	從沒有活人碰過。
[050:LSCR#0202]	大部分只用了短短幾小時^
[050:LSCR#0202]	^就是那種被誤葬的意外啦，你懂的。
[050:LSCR#0202]	說話啊，還是你已經死了？\255\003不管怎樣，你都來對地方了。
[050:LSCR#0202]	哎呀哎呀。\255\003我就知道你會回來。
[050:LSCR#0202]	我的客人總是這樣。\255\003^遲早的事。
[050:LSCR#0202]	嘿，歡迎回來！
[050:LSCR#0202]	\007能再讓我看看那副棺材嗎？\255\009\026\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007那副棺材多少錢？\255\009\026\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007我在找一副不錯的二手棺材。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007其實我只是想隨便看看。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007你以前不是賣二手船的嗎？\255\009\023\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007你們有承辦喪禮嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007我其實還沒打算買棺材。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007我需要找人做防腐處理。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	\007我得走了，再見。\255\009\026\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[050:LSCR#0202]	太神奇了！\255\003你剛走進來的時候我就說：「這傢伙一看就需要一副好的二手棺材！」
[050:LSCR#0202]	說巧不巧，你後面就有個超值優惠。
[050:LSCR#0202]	我們去瞧一瞧吧。
[050:LSCR#0202]	這一副呢^
[050:LSCR#0202]	^可是棺材界的凱迪拉克。
[050:LSCR#0202]	你看這腿部空間多寬敞！
[050:LSCR#0202]	這裡面連隆·約翰·希爾佛本人都躺得下！
[050:LSCR#0202]	來，讓我躺進去示範給你看。
[050:LSCR#0202]	這可不是普通的六十加侖棺材。\255\003這副整整有七十五加侖，能讓你免去骨頭被硬塞得亂七八糟的窘境。
[050:LSCR#0202]	這寶貝做工紮實牢靠。\255\003「擋住蛆蟲不騷擾，\255\001任你安穩到終老。」
[050:LSCR#0202]	先跟你說一聲，今天還有五個死人要來看這副棺材。
[050:LSCR#0202]	你決定要買了嗎？
[050:LSCR#0202]	你可以再躺進去示範一次有多大嗎？
[050:LSCR#0202]	還需要我介紹別的嗎？
[050:LSCR#0202]	嗯，說來話長^\255\003史丹棺材行的定價是彈性計費^\255\003^依顧客的付款能力而定^
[050:LSCR#0202]	^好讓再窮的客人也能負擔得起一場體面的喪禮。
[050:LSCR#0202]	你們真是體貼周到。
[050:LSCR#0202]	那，你身上有多少錢？
[050:LSCR#0202]	我有\255\004\049\001枚八里爾銀幣。
[050:LSCR#0202]	噢，這下傷腦筋了。\255\003棺材稅才剛調漲。\255\003現在這寶貝要賣\255\004\228\001枚八里爾銀幣。
[050:LSCR#0202]	其實，我就是你說的那種窮客人。
[050:LSCR#0202]	這樣啊。\255\003我想這種情況，火化可能比較合適。
[050:LSCR#0202]	我們當然有辦喪禮！\255\003而且不是那種愁眉苦臉、一身黑、要哭三條手帕的場面^
[050:LSCR#0202]	我們走的是熱鬧的狂歡節風格，有音樂、有舞蹈、還有扛棺賽跑^
[050:LSCR#0202]	我常說，我們讓「喪禮」也能「同樂」。\255\003嘿嘿。
[050:LSCR#0202]	你算是找對地方了！\255\003「摯愛的人值得擁有，\255\001史丹特製防腐。」
[050:LSCR#0202]	「處理完你的屍身，\255\001保證聞不到半分。」
[050:LSCR#0202]	我從沒想過禮儀師這麼機靈。\255\009\025\000
[050:LSCR#0202]	抱歉^\255\003衛生法規禁止我讓沒有執照的人隨意接觸二手安葬用品。
[050:LSCR#0202]	唉，真掃興。
[050:LSCR#0202]	提早規劃喪禮永遠不嫌早。\255\003現在預訂墓地，就能保住痂島熱門墓園的一席之地\015^
[050:LSCR#0202]	^還能享有場地租借的折扣優惠。
[050:LSCR#0202]	租借？
[050:LSCR#0202]	就是烤肉、辦派對之類的活動。
[050:LSCR#0202]	是啊。\255\003不過我後來決定改行做這種——不滿意的客人比較不會回來抱怨的生意。
[050:LSCR#0202]	來，這條手帕送你，不收錢。
[050:LSCR#0202]	這是我表達關心的方式。
[050:LSCR#0202]	也許比你想像的還快。
[050:LSCR#0203]	沒錯，有了這副棺材，一個人才能真正安息又舒適。
[050:LSCR#0203]	一個人的棺材，憑什麼要比他海上的舖位還小？
[050:LSCR#0203]	這種棺材，我可以待上很久很久。
[050:LSCR#0203]	你看，我的腳趾頭動得多自在。
[050:LSCR#0203]	這玩意比我家廚房還大！
[050:LSCR#0203]	你知道嗎，一個人的棺材，該反映出他生前的身分地位。
[050:LSCR#0203]	如果你在考慮便宜一點的款式，先問問自己，\255\003「難道摯愛的人不值得最好的嗎？」
[050:LSCR#0203]	這才是名副其實的船長級棺材。
[050:LSCR#0203]	你這輩子都活在浩瀚大海之上，\255\003死後又怎麼能屈就狹小的地方？
[050:LSCR#0203]	這裡面的空間，夠一個海盜和他的鸚鵡一起躺。
[050:LSCR#0203]	歡迎一起躺進來，空間夠我們兩個！
[050:LSCR#0203]	我可以在這裡躺一整天都不出來。
[050:LSCR#0203]	就算哪天你得在墳裡翻身^\255\003^在這裡面也能翻得舒舒服服。
[050:LSCR#0203]	雖然是二手的，你會發現它還帶著新棺材的味道。
[050:LSCR#0203]	我不是要嚇你，不過要是再小一點，我們可能就得把你摯愛的人的腳給鋸掉了。
[050:LSCR#0203]	相信我，我可是超級幽閉恐懼症患者，我都愛死這裡面了。
[050:LSCR#0203]	這寶貝好到根本該被禁——\255\003讓人看了都想死一死躺進去。
[050:LSCR#0203]	我後面留了一副這款，是給自己走的時候用的。
[050:LSCR#0203]	你瞧瞧這個超方便的飲料架。
[050:LSCR#0203]	我們還備有效果一流的驅蟲劑，說不定就免費送你了。
[050:LSCR#0203]	你得承認，這裡面真舒服。\255\003我躺在裡面看起來不舒服嗎？
[050:LSCR#0204]	已經被釘死了。
[050:LSCR#0204]	但我沒有槌子。
[050:LSCR#0204]	但我沒有釘子。
[050:LSCR#0204]	但它是開著的。
[050:LSCR#0204]	蓋起來一樣寬敞。\255\003來，我示範給你看^
[050:LSCR#0204]	看到了吧？
[050:LSCR#0206]	我聽到你在上面敲了。\255\003你敲到的可是實心橡木！
[050:LSCR#0206]	沒錯，這裡面真的很不錯。
[050:LSCR#0206]	嘿！我看蓋子卡住了！
[050:LSCR#0206]	呃^ 不好意思，朋友^\255\003你能幫我看看這東西的扣環是不是扣上了嗎？\255\003我好像被卡住了^
[050:LSCR#0206]	哈囉？
[050:LSCR#0206]	外面有人嗎？
[050:LSCR#0206]	喂喂？
[050:LSCR#0206]	救命啊！
[050:LSCR#0206]	我出不去了！
[050:LSCR#0206]	好了，玩笑歸玩笑，現在快放我出去！
[050:LSCR#0206]	立刻把這棺材打開！
[050:LSCR#0206]	有人在嗎？
[050:LSCR#0206]	我真的有幽閉恐懼症。
[050:LSCR#0206]	有人得為這件事付出代價。
[050:LSCR#0206]	我很想砸開這裡出去，可惜這東西做得太紮實了。
[050:LSCR#0206]	好吧，要是非得被困在棺材裡不可，至少這是豪華款。
[050:LSCR#0206]	這裡面其實還挺寬敞的。
[050:LSCR#0206]	我看我乾脆睡個午覺好了。
[050:LSCR#0206]	希望這東西不是密不透風的。
[050:LSCR#0206]	我還沒死呢！
[050:LSCR#0206]	我正在損失寶貴的生意。
[050:LSCR#0206]	放我出去！我要上廁所。
[050:LSCR#0207]	嘿，小鬼，別亂碰那個。
[050:LSCR#0210]	當然！
[050:LSCR#0210]	好嘞！
[050:LSCR#0210]	好的呀^
[050:LSCR#0210]	那當然囉！
[050:LSCR#0210]	管他的，有何不可？
[050:LSCR#0210]	沒問題，包在我身上！
[050:LSCR#0210]	這主意真是太棒了！
[050:LSCR#0210]	我正想這麼提議呢。
[050:LSCR#0210]	當然可以！
[050:LSCR#0210]	嘿，你說了算！
[050:LSCR#0211]	該死，看起來是空的。
[050:LSCR#0211]	那當然是空的！\255\003我才剛去了銀行！\255\003現在快放我出去！
[051:VERB#0586]	裡面什麼都沒有。
[051:OBNA#0586]	小亭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:OBNA#0587]	小徑@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:OBNA#0588]	陸地@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:OBNA#0589]	大門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0200]	守衛@@@
[051:LSCR#0201]	有什麼我能幫你的嗎？
[051:LSCR#0201]	\007我是來參加總督的派對的。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007你之前提過有場派對^\255\009\023\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007你之前提過有場派對^\255\009\023\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007這身裝扮不錯嘛，差點沒把我嚇死。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007你在這裡守衛什麼？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007依蓮·瑪莉？從米利島來的那位？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007派對？什麼派對？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007依蓮·瑪莉？從米利島來的那位？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007依蓮·瑪莉？從米利島來的那位？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007我得走了，你繼續加油站崗吧。\255\009\026\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	當然是依蓮·瑪莉。
[051:LSCR#0201]	沒錯，就是那位英勇擊殺幽靈海盜里察克的依蓮·瑪莉。
[051:LSCR#0201]	可是，殺里察克的人是我！\255\009\027\000
[051:LSCR#0201]	瑪莉總督幹嘛要說謊？
[051:LSCR#0201]	\007嫉妒？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007復仇？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007名利雙收？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007想引人注意？\255\009\006\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	你想得美。
[051:LSCR#0201]	我在守衛瑪莉總督的宅邸。
[051:LSCR#0201]	謝了。
[051:LSCR#0201]	你參加總督派對的戲服呢？
[051:LSCR#0201]	瑪莉總督要辦一場盛大的狂歡節派對。
[051:LSCR#0201]	憑邀請函入場^ 必須穿戲服^ 諸如此類的規矩。
[051:LSCR#0201]	你是說瑪莉總督的狂歡節炸魚派對？
[051:LSCR#0201]	憑邀請函入場，而且必須穿戲服。
[051:LSCR#0201]	你戲服跟邀請函都帶了嗎？
[051:LSCR#0201]	你帶戲服了嗎？
[051:LSCR#0201]	你帶邀請函了嗎？
[051:LSCR#0201]	\007我的邀請函就在這兒。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007我沒有邀請函。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007我的戲服就在這兒。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007這就是我的戲服。\255\009\027\000@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	\007呃，反正我也不想去。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[051:LSCR#0201]	隨你便。
[051:LSCR#0201]	哎呀，真是稀奇。\255\003你還真有邀請函。
[051:LSCR#0201]	你有戲服嗎？
[051:LSCR#0201]	那你休想過我這關。
[051:LSCR#0201]	沒人會心甘情願穿這麼蠢的戲服。
[051:LSCR#0201]	最好穿上吧。
[051:LSCR#0201]	好吧，你堅持的話。\255\003但你可得克制一下自己。
[051:LSCR#0201]	不、不行！不是在這裡！
[051:LSCR#0201]	去灌木叢裡解決之類的。
[051:LSCR#0201]	蓋布拉許
[051:LSCR#0201]	天啊^
[051:LSCR#0201]	喔，真好看。
[051:LSCR#0201]	而且靴子這個細節加得漂亮。
[051:LSCR#0201]	蓋布拉許
[051:LSCR#0201]	你有邀請函嗎？
[051:LSCR#0201]	好吧，我想你可以過去了。
[051:LSCR#0201]	玩得開心點。
[051:LSCR#0204]	幽靈海盜里察克！！！！
[051:LSCR#0204]	冷靜點。\255\003你沒看過狂歡節戲服嗎？
[051:LSCR#0204]	蓋布拉許
[051:LSCR#0204]	蓋布拉許
[051:LSCR#0205]	我實在不想穿這身戲服在外面走動。
[052:OBNA#0590]	小路@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[052:OBNA#0593]	樹林@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[052:OBNA#0591]	宅邸@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[052:LSCR#0203]	也許趁我在樹林裡的時候把這身蠢戲服丟了。
[052:LSCR#0204]	現在最好還是穿著戲服比較好。
[052:SCRP#0045]	唉，真倒楣。
[053:VERB#0603]	別煩我。\255\003我正忙著。
[053:VERB#0603]	我還是別去好了。\255\003他手上有耙子。
[053:OBNA#0603]	園丁@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0597]	屋側@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0598]	庭院@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0599]	屋側@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0601]	屋側@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:VERB#0600]	哎呀，好可愛的小傢伙。
[053:VERB#0600]	少用那種語氣哄我。\255\003我可是個學者。
[053:VERB#0600]	我幹嘛要欺負這麼可愛的小狗？
[053:VERB#0600]	我穿著這身裙子已經夠『迷人』了，用不著親自去幫牠撿東西。
[053:VERB#0600]	牠好像沒興趣聞這個。
[053:OBNA#0600]	狗@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0602]	庭院@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:OBNA#0596]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[053:LSCR#0201]	地圖碎片
[053:LSCR#0202]	嘿！
[053:LSCR#0203]	看起來快被風吹走了。
[053:LSCR#0203]	嘿，這主意不錯。
[053:LSCR#0203]	糟了，來不及了。
